y,x,street_count,elevation,highway,ref,railway,geometry
-23.533712,-46.6332739,3,736.7958374023438,motorway_junction,,,POINT (-46.6332739 -23.533712)
-23.5349061,-46.6336646,3,737.16845703125,,,,POINT (-46.6336646 -23.5349061)
-23.5353557,-46.635608,1,737.4832153320312,,,,POINT (-46.635608 -23.5353557)
-23.5354348,-46.6352867,1,737.3984985351562,,,,POINT (-46.6352867 -23.5354348)
-23.5330369,-46.6295057,3,728.630615234375,,,,POINT (-46.6295057 -23.5330369)
-23.5329866,-46.6295366,3,729.0738525390625,crossing,,,POINT (-46.6295366 -23.5329866)
-23.5331384,-46.6295671,5,728.523681640625,traffic_signals,,,POINT (-46.6295671 -23.5331384)
-23.5330241,-46.629676,3,729.1211547851562,,,,POINT (-46.629676 -23.5330241)
-23.5332476,-46.6287631,3,726.9833374023438,traffic_signals,,,POINT (-46.6287631 -23.5332476)
-23.5332667,-46.629596,4,729.0413818359375,crossing,,,POINT (-46.629596 -23.5332667)
-23.5332124,-46.6295037,4,728.5341796875,crossing,,,POINT (-46.6295037 -23.5332124)
-23.540568,-46.6434103,4,746.0086059570312,traffic_signals,,,POINT (-46.6434103 -23.540568)
-23.5401613,-46.6450487,3,751.867919921875,,,,POINT (-46.6450487 -23.5401613)
-23.5411574,-46.6421009,4,744.8168334960938,traffic_signals,,,POINT (-46.6421009 -23.5411574)
-23.5395822,-46.6446609,4,746.06201171875,traffic_signals,,,POINT (-46.6446609 -23.5395822)
-23.5409575,-46.6423401,3,744.374755859375,,,,POINT (-46.6423401 -23.5409575)
-23.5378753,-46.6490318,4,738.0232543945312,,,,POINT (-46.6490318 -23.5378753)
-23.5412977,-46.6477776,5,740.7967529296875,traffic_signals,,,POINT (-46.6477776 -23.5412977)
-23.5372196,-46.628154,4,723.1671142578125,,,,POINT (-46.628154 -23.5372196)
-23.5352041,-46.6407414,4,741.7578125,traffic_signals,,,POINT (-46.6407414 -23.5352041)
-23.5434733,-46.6378829,4,741.432373046875,crossing,,,POINT (-46.6378829 -23.5434733)
-23.5429824,-46.6387529,4,742.6185302734375,crossing,,,POINT (-46.6387529 -23.5429824)
-23.5431538,-46.6388035,3,741.624755859375,traffic_signals,,,POINT (-46.6388035 -23.5431538)
-23.5422463,-46.6380481,4,742.2515869140625,crossing,,,POINT (-46.6380481 -23.5422463)
-23.5423212,-46.6381678,3,742.1719970703125,crossing,,,POINT (-46.6381678 -23.5423212)
-23.5454824,-46.6311467,3,724.7086791992188,crossing,,,POINT (-46.6311467 -23.5454824)
-23.5450004,-46.6308443,3,724.2987060546875,crossing,,,POINT (-46.6308443 -23.5450004)
-23.5500007,-46.630988,3,741.7909545898438,,,,POINT (-46.630988 -23.5500007)
-23.5500922,-46.6317341,3,747.0202026367188,crossing,,,POINT (-46.6317341 -23.5500922)
-23.5488698,-46.6329951,4,748.6112670898438,traffic_signals,,,POINT (-46.6329951 -23.5488698)
-23.5393426,-46.6270276,4,724.3930053710938,crossing,,,POINT (-46.6270276 -23.5393426)
-23.5629192,-46.6388461,3,777.7274169921875,traffic_signals,A-234,,POINT (-46.6388461 -23.5629192)
-23.5633037,-46.6389263,4,778.61181640625,traffic_signals,A-234,,POINT (-46.6389263 -23.5633037)
-23.5620502,-46.6387818,3,775.48291015625,traffic_signals,,,POINT (-46.6387818 -23.5620502)
-23.5679787,-46.649256,3,817.8174438476562,,,,POINT (-46.649256 -23.5679787)
-23.5679291,-46.6489677,3,816.482666015625,traffic_signals,,,POINT (-46.6489677 -23.5679291)
-23.5350411,-46.6378856,3,739.7598876953125,,,,POINT (-46.6378856 -23.5350411)
-23.5566394,-46.6319886,1,734.2559814453125,,,,POINT (-46.6319886 -23.5566394)
-23.5536578,-46.6458901,3,766.7720947265625,,,,POINT (-46.6458901 -23.5536578)
-23.5588811,-46.6453465,3,783.6435546875,,,,POINT (-46.6453465 -23.5588811)
-23.5587067,-46.6453634,3,783.7951049804688,,,,POINT (-46.6453634 -23.5587067)
-23.5588384,-46.645202,3,782.9788818359375,,,,POINT (-46.645202 -23.5588384)
-23.5586989,-46.6452157,3,782.8663330078125,,,,POINT (-46.6452157 -23.5586989)
-23.5552651,-46.6438834,3,760.8961791992188,,,,POINT (-46.6438834 -23.5552651)
-23.5442033,-46.6426048,4,747.379150390625,crossing,,,POINT (-46.6426048 -23.5442033)
-23.5482156,-46.632402,1,750.9760131835938,,,,POINT (-46.632402 -23.5482156)
-23.5525018,-46.637454,3,750.614501953125,,,,POINT (-46.637454 -23.5525018)
-23.5525825,-46.637682,3,750.0604858398438,crossing,,,POINT (-46.637682 -23.5525825)
-23.5526561,-46.6378303,5,750.4160766601562,traffic_signals,,,POINT (-46.6378303 -23.5526561)
-23.5448508,-46.6264166,4,723.76416015625,crossing,,,POINT (-46.6264166 -23.5448508)
-23.5450844,-46.6266321,3,723.9892578125,crossing,,,POINT (-46.6266321 -23.5450844)
-23.5453611,-46.6306175,3,725.87646484375,,,,POINT (-46.6306175 -23.5453611)
-23.5455461,-46.6308328,3,726.0927734375,,,,POINT (-46.6308328 -23.5455461)
-23.54579,-46.6311131,3,725.20556640625,crossing,,,POINT (-46.6311131 -23.54579)
-23.5462242,-46.6264057,3,723.9645385742188,crossing,,,POINT (-46.6264057 -23.5462242)
-23.5462564,-46.6302806,1,726.2575073242188,,,,POINT (-46.6302806 -23.5462564)
-23.5461652,-46.6316501,4,724.2824096679688,crossing,,,POINT (-46.6316501 -23.5461652)
-23.5520228,-46.6273936,3,725.9660034179688,crossing,,,POINT (-46.6273936 -23.5520228)
-23.552041,-46.6275945,3,726.2303466796875,crossing,,,POINT (-46.6275945 -23.552041)
-23.5524041,-46.6274632,3,726.160888671875,,,,POINT (-46.6274632 -23.5524041)
-23.5527536,-46.6271098,3,725.9851684570312,traffic_signals,,,POINT (-46.6271098 -23.5527536)
-23.5528047,-46.6271912,3,726.0446166992188,traffic_signals,,,POINT (-46.6271912 -23.5528047)
-23.5528508,-46.6275201,3,725.5023803710938,crossing,,,POINT (-46.6275201 -23.5528508)
-23.5529033,-46.6273788,3,725.415283203125,crossing,,,POINT (-46.6273788 -23.5529033)
-23.5530584,-46.6273662,3,725.2007446289062,traffic_signals,,,POINT (-46.6273662 -23.5530584)
-23.5567079,-46.6283241,3,725.9005126953125,,,,POINT (-46.6283241 -23.5567079)
-23.5604885,-46.623894,3,725.6626586914062,,,,POINT (-46.623894 -23.5604885)
-23.5618225,-46.6227789,3,732.1503295898438,,,,POINT (-46.6227789 -23.5618225)
-23.5619158,-46.6244269,3,727.6725463867188,,,,POINT (-46.6244269 -23.5619158)
-23.5622628,-46.6227855,4,741.77587890625,,,,POINT (-46.6227855 -23.5622628)
-23.5622441,-46.6216806,3,733.113037109375,crossing,,,POINT (-46.6216806 -23.5622441)
-23.5624866,-46.6227763,3,747.5433349609375,,,,POINT (-46.6227763 -23.5624866)
-23.5626376,-46.6210418,3,733.789794921875,traffic_signals,O-056,,POINT (-46.6210418 -23.5626376)
-23.5632061,-46.6208531,3,735.3013305664062,crossing,,,POINT (-46.6208531 -23.5632061)
-23.5437806,-46.6488913,4,748.0098266601562,traffic_signals,,,POINT (-46.6488913 -23.5437806)
-23.5545175,-46.6430814,4,758.3001708984375,traffic_signals,,,POINT (-46.6430814 -23.5545175)
-23.555553,-46.6493791,4,754.383056640625,crossing,,,POINT (-46.6493791 -23.555553)
-23.5560342,-46.6496802,4,753.9728393554688,,,,POINT (-46.6496802 -23.5560342)
-23.5563217,-46.6498722,3,755.8211669921875,,,,POINT (-46.6498722 -23.5563217)
-23.5463699,-46.6224885,3,724.580810546875,crossing,,,POINT (-46.6224885 -23.5463699)
-23.5469519,-46.6241999,3,724.7952880859375,,,,POINT (-46.6241999 -23.5469519)
-23.534068,-46.6255763,3,723.0454711914062,crossing,,,POINT (-46.6255763 -23.534068)
-23.5341432,-46.6253316,4,721.36669921875,crossing,,,POINT (-46.6253316 -23.5341432)
-23.5357284,-46.6253926,3,723.4498901367188,crossing,,,POINT (-46.6253926 -23.5357284)
-23.5362034,-46.6224573,3,724.3972778320312,crossing,,,POINT (-46.6224573 -23.5362034)
-23.5363187,-46.6222875,4,725.03564453125,crossing,,,POINT (-46.6222875 -23.5363187)
-23.5368087,-46.6222604,3,724.9663696289062,crossing,,,POINT (-46.6222604 -23.5368087)
-23.5372274,-46.6204566,3,726.224365234375,,,,POINT (-46.6204566 -23.5372274)
-23.5381446,-46.6221953,3,725.4805297851562,crossing,,,POINT (-46.6221953 -23.5381446)
-23.539405,-46.6190823,4,730.5095825195312,crossing,,,POINT (-46.6190823 -23.539405)
-23.5414309,-46.6176939,3,728.4036865234375,,,,POINT (-46.6176939 -23.5414309)
-23.5421594,-46.6160504,3,729.509765625,,,,POINT (-46.6160504 -23.5421594)
-23.5423094,-46.6170621,4,728.4703369140625,crossing,,,POINT (-46.6170621 -23.5423094)
-23.5423218,-46.6160269,4,729.371826171875,crossing,,,POINT (-46.6160269 -23.5423218)
-23.5423666,-46.6170189,3,728.361083984375,,,,POINT (-46.6170189 -23.5423666)
-23.5423739,-46.6156356,4,729.7379150390625,crossing,,,POINT (-46.6156356 -23.5423739)
-23.542414,-46.6160273,4,729.3265380859375,traffic_signals,,,POINT (-46.6160273 -23.542414)
-23.5425145,-46.6160493,4,729.3329467773438,crossing,,,POINT (-46.6160493 -23.5425145)
-23.5425142,-46.6156695,4,730.0831298828125,crossing,,,POINT (-46.6156695 -23.5425142)
-23.5427514,-46.6162406,3,729.3009643554688,,,,POINT (-46.6162406 -23.5427514)
-23.5431173,-46.6182805,3,728.8410034179688,,,,POINT (-46.6182805 -23.5431173)
-23.543267,-46.6181726,3,728.8834228515625,,,,POINT (-46.6181726 -23.543267)
-23.5433019,-46.6173471,4,729.9521484375,,,,POINT (-46.6173471 -23.5433019)
-23.5434362,-46.6175724,1,729.3131103515625,,,,POINT (-46.6175724 -23.5434362)
-23.5435183,-46.6169356,4,728.7348022460938,crossing,,,POINT (-46.6169356 -23.5435183)
-23.5438144,-46.6177945,3,729.437255859375,,,,POINT (-46.6177945 -23.5438144)
-23.5443463,-46.6216615,4,726.2855834960938,crossing,,,POINT (-46.6216615 -23.5443463)
-23.5445392,-46.6189726,3,727.8970947265625,,,,POINT (-46.6189726 -23.5445392)
-23.5448121,-46.6195514,3,726.9772338867188,,,,POINT (-46.6195514 -23.5448121)
-23.5453464,-46.6209591,4,726.5588989257812,crossing,,,POINT (-46.6209591 -23.5453464)
-23.5463764,-46.6232578,4,725.1410522460938,crossing,,,POINT (-46.6232578 -23.5463764)
-23.5465558,-46.6226604,4,724.9298706054688,crossing,,,POINT (-46.6226604 -23.5465558)
-23.5543995,-46.627061,3,728.5255737304688,,,,POINT (-46.627061 -23.5543995)
-23.5531774,-46.6347844,3,764.1802368164062,crossing,,,POINT (-46.6347844 -23.5531774)
-23.5527887,-46.6355455,3,768.2262573242188,crossing,,,POINT (-46.6355455 -23.5527887)
-23.5542537,-46.6356874,3,764.1497192382812,,,,POINT (-46.6356874 -23.5542537)
-23.5543522,-46.6355709,3,764.0833740234375,crossing,,,POINT (-46.6355709 -23.5543522)
-23.5543714,-46.6355195,3,763.8702392578125,traffic_signals,,,POINT (-46.6355195 -23.5543714)
-23.5344651,-46.6476942,3,734.4465942382812,,,,POINT (-46.6476942 -23.5344651)
-23.5349953,-46.6485252,3,733.6080322265625,,,,POINT (-46.6485252 -23.5349953)
-23.5424518,-46.6400689,4,745.5051879882812,crossing,,,POINT (-46.6400689 -23.5424518)
-23.5448062,-46.6387227,4,744.8895874023438,crossing,,,POINT (-46.6387227 -23.5448062)
-23.5448029,-46.6389089,4,749.0990600585938,crossing,,,POINT (-46.6389089 -23.5448029)
-23.5454999,-46.6392858,3,747.439208984375,,,,POINT (-46.6392858 -23.5454999)
-23.5455836,-46.6391723,4,745.860107421875,crossing,,,POINT (-46.6391723 -23.5455836)
-23.5457964,-46.6386591,4,746.010986328125,crossing,,,POINT (-46.6386591 -23.5457964)
-23.5458072,-46.6389328,4,745.939453125,crossing,,,POINT (-46.6389328 -23.5458072)
-23.5471765,-46.6366609,4,747.5291137695312,crossing,,,POINT (-46.6366609 -23.5471765)
-23.5523708,-46.6328499,4,758.99609375,crossing,,,POINT (-46.6328499 -23.5523708)
-23.5592465,-46.637773,4,766.4275512695312,crossing,,,POINT (-46.637773 -23.5592465)
-23.5620149,-46.6385526,4,774.6524047851562,crossing,,,POINT (-46.6385526 -23.5620149)
-23.5385719,-46.6485105,3,737.2811279296875,,,,POINT (-46.6485105 -23.5385719)
-23.5403488,-46.6477457,3,742.571044921875,,,,POINT (-46.6477457 -23.5403488)
-23.5404011,-46.6479244,3,742.64208984375,,,,POINT (-46.6479244 -23.5404011)
-23.5414673,-46.6473839,4,740.5419921875,traffic_signals,,,POINT (-46.6473839 -23.5414673)
-23.541684,-46.6465897,3,741.3424682617188,,,,POINT (-46.6465897 -23.541684)
-23.5448299,-46.6436888,4,750.3277587890625,crossing,,,POINT (-46.6436888 -23.5448299)
-23.545006,-46.6434806,4,749.2579345703125,crossing,,,POINT (-46.6434806 -23.545006)
-23.5477556,-46.642744,4,757.2122802734375,crossing,,,POINT (-46.642744 -23.5477556)
-23.5477774,-46.6426278,4,756.0262451171875,crossing,,,POINT (-46.6426278 -23.5477774)
-23.5479193,-46.6432054,3,763.5469970703125,,,,POINT (-46.6432054 -23.5479193)
-23.548151,-46.64267,3,754.7915649414062,crossing,,,POINT (-46.64267 -23.548151)
-23.5526568,-46.6377448,4,750.2051391601562,crossing,,,POINT (-46.6377448 -23.5526568)
-23.5527886,-46.6378053,4,750.780517578125,crossing,,,POINT (-46.6378053 -23.5527886)
-23.5528159,-46.6379193,3,751.1282348632812,,,,POINT (-46.6379193 -23.5528159)
-23.5386825,-46.6516273,4,748.4261474609375,crossing,,,POINT (-46.6516273 -23.5386825)
-23.5387081,-46.6518337,4,747.4738159179688,crossing,,,POINT (-46.6518337 -23.5387081)
-23.567811,-46.6491132,4,816.2578735351562,crossing,,,POINT (-46.6491132 -23.567811)
-23.5679245,-46.6490216,4,816.4450073242188,crossing,,,POINT (-46.6490216 -23.5679245)
-23.5680098,-46.6489911,4,818.5784301757812,crossing,,,POINT (-46.6489911 -23.5680098)
-23.5392158,-46.62765,4,724.8154907226562,crossing,,,POINT (-46.62765 -23.5392158)
-23.5393488,-46.6275972,4,724.4170532226562,crossing,,,POINT (-46.6275972 -23.5393488)
-23.5395066,-46.6272058,4,723.9854125976562,crossing,,,POINT (-46.6272058 -23.5395066)
-23.5410208,-46.6283405,4,723.6787109375,crossing,,,POINT (-46.6283405 -23.5410208)
-23.5412191,-46.6283311,4,723.8616943359375,crossing,,,POINT (-46.6283311 -23.5412191)
-23.5413458,-46.6283979,4,724.2022094726562,crossing,,,POINT (-46.6283979 -23.5413458)
-23.5413743,-46.6279412,4,724.1600952148438,crossing,,,POINT (-46.6279412 -23.5413743)
-23.5413666,-46.6284938,4,724.2276611328125,crossing,,,POINT (-46.6284938 -23.5413666)
-23.5413709,-46.6280418,4,724.2238159179688,crossing,,,POINT (-46.6280418 -23.5413709)
-23.5414966,-46.628001,4,724.2240600585938,crossing,,,POINT (-46.628001 -23.5414966)
-23.5416287,-46.6280656,4,724.2276611328125,crossing,,,POINT (-46.6280656 -23.5416287)
-23.5441754,-46.6311681,4,724.2941284179688,crossing,,,POINT (-46.6311681 -23.5441754)
-23.5489486,-46.6292562,4,729.4033813476562,crossing,,,POINT (-46.6292562 -23.5489486)
-23.5388898,-46.6359666,4,740.7177734375,crossing,,,POINT (-46.6359666 -23.5388898)
-23.5401689,-46.629391,4,722.904541015625,crossing,,,POINT (-46.629391 -23.5401689)
-23.540387,-46.629324,4,723.1446533203125,crossing,,,POINT (-46.629324 -23.540387)
-23.5437376,-46.6465742,4,745.0494384765625,crossing,,,POINT (-46.6465742 -23.5437376)
-23.5438371,-46.646688,3,744.710693359375,crossing,,,POINT (-46.646688 -23.5438371)
-23.5438424,-46.6464715,3,744.91455078125,crossing,,,POINT (-46.6464715 -23.5438424)
-23.5345334,-46.6437441,4,744.9718017578125,crossing,,,POINT (-46.6437441 -23.5345334)
-23.5345758,-46.6435739,3,744.8047485351562,crossing,,,POINT (-46.6435739 -23.5345758)
-23.5346261,-46.6439011,4,745.5299072265625,crossing,,,POINT (-46.6439011 -23.5346261)
-23.5347194,-46.6436087,3,744.7469482421875,crossing,,,POINT (-46.6436087 -23.5347194)
-23.5347802,-46.6438992,3,744.7062377929688,crossing,,,POINT (-46.6438992 -23.5347802)
-23.5348172,-46.6437646,3,744.4656982421875,crossing,,,POINT (-46.6437646 -23.5348172)
-23.5352665,-46.6408292,3,741.805419921875,crossing,,,POINT (-46.6408292 -23.5352665)
-23.5351984,-46.6404944,4,741.8314208984375,crossing,,,POINT (-46.6404944 -23.5351984)
-23.535876,-46.6416862,3,742.177490234375,crossing,,,POINT (-46.6416862 -23.535876)
-23.5356752,-46.6411836,3,743.1307983398438,,,,POINT (-46.6411836 -23.5356752)
-23.5363154,-46.6423041,3,743.1023559570312,crossing,,,POINT (-46.6423041 -23.5363154)
-23.5364101,-46.6422351,3,743.2636108398438,crossing,,,POINT (-46.6422351 -23.5364101)
-23.5365655,-46.642656,3,743.4560546875,crossing,,,POINT (-46.642656 -23.5365655)
-23.5366568,-46.6425854,3,743.4583129882812,crossing,,,POINT (-46.6425854 -23.5366568)
-23.5376545,-46.6369897,3,740.8362426757812,,,,POINT (-46.6369897 -23.5376545)
-23.5376972,-46.6371301,3,741.0892944335938,,,,POINT (-46.6371301 -23.5376972)
-23.537763,-46.6485899,4,736.8853149414062,crossing,,,POINT (-46.6485899 -23.537763)
-23.5377939,-46.6488927,3,737.7354125976562,,,,POINT (-46.6488927 -23.5377939)
-23.5378414,-46.6334913,4,736.6813354492188,crossing,,,POINT (-46.6334913 -23.5378414)
-23.5378252,-46.6369934,3,742.033203125,crossing,,,POINT (-46.6369934 -23.5378252)
-23.5378298,-46.6370383,3,741.8433837890625,crossing,,,POINT (-46.6370383 -23.5378298)
-23.5387359,-46.6287908,4,726.025146484375,crossing,,,POINT (-46.6287908 -23.5387359)
-23.5388029,-46.6289384,4,726.1497192382812,crossing,,,POINT (-46.6289384 -23.5388029)
-23.5389122,-46.6459959,4,744.60400390625,crossing,,,POINT (-46.6459959 -23.5389122)
-23.5389274,-46.6462777,4,744.0308837890625,crossing,,,POINT (-46.6462777 -23.5389274)
-23.5390227,-46.6463575,3,743.7763061523438,crossing,,,POINT (-46.6463575 -23.5390227)
-23.539204,-46.6462882,3,744.5228881835938,crossing,,,POINT (-46.6462882 -23.539204)
-23.5392392,-46.6459797,4,745.0703125,crossing,,,POINT (-46.6459797 -23.5392392)
-23.5418982,-46.6366224,4,741.2755126953125,crossing,,,POINT (-46.6366224 -23.5418982)
-23.5628074,-46.6388209,4,777.249267578125,crossing,,,POINT (-46.6388209 -23.5628074)
-23.5630258,-46.6390106,5,777.4462280273438,traffic_signals,A-234,,POINT (-46.6390106 -23.5630258)
-23.566037,-46.6403473,1,778.93408203125,,,,POINT (-46.6403473 -23.566037)
-23.5662504,-46.6396984,3,787.735107421875,,,,POINT (-46.6396984 -23.5662504)
-23.5517118,-46.6217277,3,726.14599609375,,,,POINT (-46.6217277 -23.5517118)
-23.5420401,-46.6359286,3,733.92822265625,,,,POINT (-46.6359286 -23.5420401)
-23.5487632,-46.639917,3,733.5474243164062,crossing,,,POINT (-46.639917 -23.5487632)
-23.5505828,-46.6393342,3,741.1342163085938,,,,POINT (-46.6393342 -23.5505828)
-23.5429132,-46.62705,3,723.2498779296875,crossing,,,POINT (-46.62705 -23.5429132)
-23.534615,-46.6351765,4,737.4679565429688,crossing,,,POINT (-46.6351765 -23.534615)
-23.5347351,-46.635213,4,737.765625,crossing,,,POINT (-46.635213 -23.5347351)
-23.5638612,-46.6399958,3,768.3004150390625,,,,POINT (-46.6399958 -23.5638612)
-23.5638363,-46.6402062,3,764.9047241210938,,,,POINT (-46.6402062 -23.5638363)
-23.5359363,-46.6514359,3,742.1135864257812,crossing,,,POINT (-46.6514359 -23.5359363)
-23.5377415,-46.6506932,4,743.03955078125,crossing,,,POINT (-46.6506932 -23.5377415)
-23.5490056,-46.6331378,3,749.52734375,,,,POINT (-46.6331378 -23.5490056)
-23.5490068,-46.6335974,4,756.771728515625,crossing,,,POINT (-46.6335974 -23.5490068)
-23.5490785,-46.6335318,3,755.4013671875,,,,POINT (-46.6335318 -23.5490785)
-23.5496976,-46.6306102,3,738.7667236328125,crossing,,,POINT (-46.6306102 -23.5496976)
-23.5508068,-46.6345884,4,763.9830322265625,crossing,,,POINT (-46.6345884 -23.5508068)
-23.5522503,-46.6337883,4,761.1838989257812,crossing,,,POINT (-46.6337883 -23.5522503)
-23.5525274,-46.6327005,4,758.3319702148438,crossing,,,POINT (-46.6327005 -23.5525274)
-23.552609,-46.6329656,4,759.1762084960938,crossing,,,POINT (-46.6329656 -23.552609)
-23.55536,-46.6358551,3,763.9776000976562,crossing,,,POINT (-46.6358551 -23.55536)
-23.5553641,-46.636003,3,764.3734741210938,crossing,,,POINT (-46.636003 -23.5553641)
-23.5464265,-46.6304347,1,725.7944946289062,,,,POINT (-46.6304347 -23.5464265)
-23.5517525,-46.6202262,3,725.9596557617188,,,,POINT (-46.6202262 -23.5517525)
-23.552134,-46.6202532,3,725.7940673828125,,,,POINT (-46.6202532 -23.552134)
-23.5526678,-46.615007,3,730.089599609375,,,,POINT (-46.615007 -23.5526678)
-23.5429076,-46.622289,3,725.5751953125,,,,POINT (-46.622289 -23.5429076)
-23.5431858,-46.6235916,3,724.2566528320312,crossing,,,POINT (-46.6235916 -23.5431858)
-23.5439797,-46.6219366,3,724.7542114257812,,,,POINT (-46.6219366 -23.5439797)
-23.5444673,-46.6224092,4,725.2965698242188,crossing,,,POINT (-46.6224092 -23.5444673)
-23.5444681,-46.6232033,3,724.91650390625,traffic_signals,,,POINT (-46.6232033 -23.5444681)
-23.5465319,-46.6306171,1,725.7611694335938,,,,POINT (-46.6306171 -23.5465319)
-23.5459424,-46.6218776,4,724.7191772460938,crossing,,,POINT (-46.6218776 -23.5459424)
-23.5460609,-46.6218355,4,724.8905029296875,crossing,,,POINT (-46.6218355 -23.5460609)
-23.5340036,-46.6526944,4,742.9773559570312,crossing,,,POINT (-46.6526944 -23.5340036)
-23.5358026,-46.6479259,3,735.5568237304688,crossing,,,POINT (-46.6479259 -23.5358026)
-23.5358342,-46.6477648,3,736.0138549804688,crossing,,,POINT (-46.6477648 -23.5358342)
-23.5335187,-46.6444835,3,743.2635498046875,crossing,,,POINT (-46.6444835 -23.5335187)
-23.5336076,-46.6446285,3,743.2979125976562,crossing,,,POINT (-46.6446285 -23.5336076)
-23.5336861,-46.6443614,4,743.5582885742188,crossing,,,POINT (-46.6443614 -23.5336861)
-23.5337302,-46.6446601,3,743.23876953125,crossing,,,POINT (-46.6446601 -23.5337302)
-23.533779,-46.6445061,4,743.3453369140625,crossing,,,POINT (-46.6445061 -23.533779)
-23.5339907,-46.6444033,5,743.8493041992188,crossing,,,POINT (-46.6444033 -23.5339907)
-23.5340607,-46.6443049,3,744.54150390625,,,,POINT (-46.6443049 -23.5340607)
-23.5340536,-46.6445783,3,744.0817260742188,,,,POINT (-46.6445783 -23.5340536)
-23.5341226,-46.6452737,3,744.0966186523438,crossing,,,POINT (-46.6452737 -23.5341226)
-23.5343898,-46.6450785,4,745.3258056640625,,,,POINT (-46.6450785 -23.5343898)
-23.5346458,-46.6450585,3,744.8313598632812,,,,POINT (-46.6450585 -23.5346458)
-23.5351429,-46.6446852,3,746.1683959960938,crossing,,,POINT (-46.6446852 -23.5351429)
-23.5351721,-46.6445201,3,746.6005249023438,crossing,,,POINT (-46.6445201 -23.5351721)
-23.5366084,-46.6471325,4,741.6017456054688,crossing,,,POINT (-46.6471325 -23.5366084)
-23.5367509,-46.6471484,4,741.7722778320312,crossing,,,POINT (-46.6471484 -23.5367509)
-23.5367735,-46.6469865,3,742.0355224609375,crossing,,,POINT (-46.6469865 -23.5367735)
-23.5473632,-46.6369433,4,746.9353637695312,crossing,,,POINT (-46.6369433 -23.5473632)
-23.5597803,-46.6311359,3,728.457275390625,,,,POINT (-46.6311359 -23.5597803)
-23.5599456,-46.631371,3,730.1806030273438,crossing,,,POINT (-46.631371 -23.5599456)
-23.5600338,-46.631321,3,730.2077026367188,crossing,,,POINT (-46.631321 -23.5600338)
-23.5678828,-46.6464417,4,817.3549194335938,crossing,,,POINT (-46.6464417 -23.5678828)
-23.5655475,-46.620609,3,748.415771484375,,,,POINT (-46.620609 -23.5655475)
-23.566276,-46.6207622,1,753.5049438476562,,,,POINT (-46.6207622 -23.566276)
-23.5681891,-46.6234036,3,768.079833984375,,,,POINT (-46.6234036 -23.5681891)
-23.5682296,-46.62315,3,768.7255859375,,,,POINT (-46.62315 -23.5682296)
-23.5683719,-46.6226633,3,767.7860717773438,,,,POINT (-46.6226633 -23.5683719)
-23.5526279,-46.618359,1,726.7940063476562,,,,POINT (-46.618359 -23.5526279)
-23.5357231,-46.6293311,3,728.8104858398438,,,,POINT (-46.6293311 -23.5357231)
-23.5359862,-46.6294283,1,730.7528686523438,,,,POINT (-46.6294283 -23.5359862)
-23.5387044,-46.6366932,3,741.7665405273438,crossing,,,POINT (-46.6366932 -23.5387044)
-23.5389659,-46.634923,4,739.36328125,crossing,,,POINT (-46.634923 -23.5389659)
-23.5390947,-46.6348733,4,739.5587768554688,crossing,,,POINT (-46.6348733 -23.5390947)
-23.5392147,-46.6349184,3,740.0469970703125,crossing,,,POINT (-46.6349184 -23.5392147)
-23.5397006,-46.6369439,4,744.3008422851562,crossing,,,POINT (-46.6369439 -23.5397006)
-23.5397301,-46.6367252,4,741.8153686523438,crossing,,,POINT (-46.6367252 -23.5397301)
-23.5397747,-46.6365867,4,741.6532592773438,crossing,,,POINT (-46.6365867 -23.5397747)
-23.5399041,-46.6365565,4,742.6450805664062,crossing,,,POINT (-46.6365565 -23.5399041)
-23.5409941,-46.6389689,4,744.2575073242188,crossing,,,POINT (-46.6389689 -23.5409941)
-23.5410201,-46.6387291,4,743.8734741210938,crossing,,,POINT (-46.6387291 -23.5410201)
-23.5410904,-46.6391055,3,744.5643920898438,crossing,,,POINT (-46.6391055 -23.5410904)
-23.541123,-46.6386534,4,743.9478759765625,crossing,,,POINT (-46.6386534 -23.541123)
-23.5412941,-46.6391037,3,744.3182373046875,crossing,,,POINT (-46.6391037 -23.5412941)
-23.5413378,-46.6387058,4,744.3416137695312,crossing,,,POINT (-46.6387058 -23.5413378)
-23.541392,-46.639022,3,744.3184814453125,crossing,,,POINT (-46.639022 -23.541392)
-23.5414296,-46.6388477,3,743.9750366210938,crossing,,,POINT (-46.6388477 -23.5414296)
-23.5421851,-46.6402189,3,745.9295654296875,crossing,,,POINT (-46.6402189 -23.5421851)
-23.5424177,-46.6405081,3,745.7841186523438,crossing,,,POINT (-46.6405081 -23.5424177)
-23.5427805,-46.6464469,3,743.5614624023438,crossing,,,POINT (-46.6464469 -23.5427805)
-23.5427925,-46.6466641,3,743.526123046875,crossing,,,POINT (-46.6466641 -23.5427925)
-23.5429149,-46.6465452,4,743.787353515625,crossing,,,POINT (-46.6465452 -23.5429149)
-23.5438646,-46.6456237,3,747.0667724609375,crossing,,,POINT (-46.6456237 -23.5438646)
-23.5438709,-46.6453923,3,745.2715454101562,crossing,,,POINT (-46.6453923 -23.5438709)
-23.5480775,-46.6382567,3,734.0950317382812,,,,POINT (-46.6382567 -23.5480775)
-23.5541927,-46.6386927,4,758.0294189453125,crossing,,,POINT (-46.6386927 -23.5541927)
-23.5542091,-46.6388431,4,759.3895263671875,crossing,,,POINT (-46.6388431 -23.5542091)
